;Торговая точка;Торговая точка COD;Торговая точка GUID;Адрес
1506;"Продмаркет-ДВ ООО Магазин ""Продукты"" (Хабаровск г, Кубяка ул, дом 10а)";УП-00076430;3C9C8754-90F2-11E1-BF75-F46D04E31E4B;680045, Хабаровский край, Хабаровск г, Кубяка ул, дом № 10А
1507;Хабаровчанка-Торг ООО (Хабаровск г, 60-летия Октября пр-кт, дом 148);УП-00076768;9395A3E6-90F3-11E1-BF75-F46D04E31E4B;680014, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 148
1510;К три С ООО (Хабаровск г, Кадровый пер, дом 8);УП-00076416;33B1B8F7-90F2-11E1-BF75-F46D04E31E4B;680013, Хабаровский край, Хабаровск г, Кадровый пер, дом № 8
1521;"Милан Заказ ООО Магазин ""Лукошко"" (Хабаровск г, Павловича ул, дом 5/1)";УП-00096771;B95297C6-D8A9-11E7-80EB-44A8422A0503;Хабаровский край, Хабаровск г, Павловича ул, дом № 5/1
1522;"Хабаровчанка-Торг ООО. Магазин""Петровна"" Хабаровск г, Серышева ул, дом 9";УП-00098415;228998D1-1A93-11E8-80F2-44A8422A0502;680038, Хабаровский край, Хабаровск г, Серышева ул, дом № 9
1528;"Татмир ООО Магазин ""Пикник""(Хабаровск г, Павловича ул, дом 38)";УП-00098136;4DF6784E-0C9C-11E8-80F2-44A8422A0502;680030, Хабаровский край, Хабаровск г, Павловича ул, дом № 38
1533;"МЕЛАНЖ ООО Магазин ""Пеликан"" (Хабаровск г, Тихоокеанская ул, дом 191А)";УП-00108020;804F0B38-72D6-11E9-810B-44A8422A0502;680054, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 191А
1545;"Комарова Е.С.ИП Магазин""Байкалочка""(Хабаровск г, Байкальский пер, дом 5)";УП-00108823;0B137A83-9169-11E9-810B-44A8422A0502;680023, Хабаровский край, Хабаровск г, Байкальский пер, дом № 5
1548;"ФЛАМИНГО ООО Магазин ""Пеликан""(Хабаровск г, Краснореченская ул, дом 205, корпус 21)";УП-00108403;5731D64E-82A7-11E9-810B-44A8422A0502;680007, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 205, корпус 21
1549;"Кязимов Г.Г.О.ИП""Мини-маркет""Азбука Вкуса""(Хабаровск г, Тихоокеанская ул, дом 216 В)";УП-00110987;E877EAA6-D375-11E9-810B-44A8421C2299;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 216 В
1579;Еремин В.И. ИП;УП-00075741;9A05BC7F-12BC-11E4-8036-001E675D2989;680014, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 180
1580;Галактионова Н.Ю. ИП (Хабаровск г, Оборонная ул, 4);УП-00075268;67833C1C-2B5B-11E5-85B1-005056A00499;680007, Хабаровский край, Хабаровск г, Оборонная ул, дом № 4
1583;"ШАРУР ООО Магазин ""Продукты"" (Хабаровск г, Карла Маркса ул, дом 135)";УП-00076003;499D4A1E-453F-11E4-908C-001E675D2989;Хабаровский край, Хабаровск г, Карла Маркса ул, дом № 135
1584;"Дубинин В.Г. ИП Дискаунтер ""АМБА"" (Хабаровск г, Краснодарская ул, дом 19)";УП-00091892;7BF6F4BE-4053-11E7-80DF-44A8422A0503;680009, Хабаровский край, Хабаровск г, Краснодарская ул, дом № 19
1591;Иваныч ООО (Хабаровск г, Воровского ул, дом 21);УП-00076574;C321CC0A-90F2-11E1-BF75-F46D04E31E4B;680052, Хабаровский край, Хабаровск г, Воровского ул, дом № 21
1610;Маркет Фемили ООО( Клубная ул, дом 12);УП-00094401;9912FF95-8DDE-11E7-80E6-44A8422A0503;680032, Хабаровский край, Хабаровск г, Клубная ул, дом № 12
1654;"Лантана ООО Магазин ""Апельсин"" (Хабаровск г, Калинина ул, дом 131)";УП-00092207;DA601738-4CD8-11E7-80E0-44A8422A0503;680028, Хабаровский край, Хабаровск г, Калинина ул, дом № 131
1695;"Рэди-Трейд ООО Магазин ""Продукты"" (Хабаровск г, Машинистов ул, дом № 35а)";УП-00076741;76DB7BDF-AE6D-11E3-AB99-001E675D2989;680032, Хабаровский край, Хабаровск г, Машинистов ул, дом № 35А
1697;Лукрум ООО Бондаря ул, д. 17;УП-00076068;610BB837-2CA2-11E3-B3A9-AC162D754E9B;680035, Хабаровский край, Хабаровск г, Бондаря ул, дом № 17
1718;Кияб ООО, Ленинградская 56;УП-00076066;2DB99D03-2B5C-11E5-85B1-005056A00499;680000, Хабаровский край, Хабаровск г, Ленинградская ул, дом № 56, корпус Г, квартира м-н Продукты
1719;"Нагиев Н.Ю.ИП ""Отдел Бакалея"" (Хабаровск г, профессора Даниловского М.П. ул, дом 25)";УП-00058360;151909B8-90F3-11E1-BF75-F46D04E31E4B;680054, Хабаровский край, Хабаровск г, профессора Даниловского М.П. ул, дом № 25
1735;"Безрукова И.Г. ИП Магазин ""Продукты"" (Хабаровск г, Малиновского- Панфиловцев)";УП-00087659;BD98F189-6A56-11E6-80D4-44A8422A0503;680051, Хабаровский край, Хабаровск г, Малиновского ул, дом № 38, павильон 2
1785;Хаб-Ритейл ООО, № 3 Большая 97;УП-00077059;829844AE-2B5A-11E5-85B1-005056A00499;680013, Хабаровский край, Хабаровск г, Большая ул, дом № 97, корпус Б
1787;Амур-Партнер ООО, Покуса_26;УП-00076809;EA924C85-90F3-11E1-BF75-F46D04E31E4B;680052, Хабаровский край, Хабаровск г, Покуса ул, дом № 26
1798;"Митра ООО Магазин ""Гавань"" (Хабаровск г, Прогрессивная ул, 4 а)";УП-00077201;B8834A15-2B5C-11E5-85B1-005056A00499;680003, Хабаровский край, Хабаровск г, Прогрессивная ул, дом № 4 а
1799;Виэд ООО, Краснореченская_64;УП-00077596;85FEA7FF-90F2-11E1-BF75-F46D04E31E4B;680023, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 64
1809;Дискаунтер Экономыч (Хабаровск г, Рокоссовского ул, дом 16);УП-00095520;35AC88C1-AE40-11E7-80E7-44A8422A0503;680051, Хабаровский край, Хабаровск г, Рокоссовского ул, дом № 16
1811;Дилан (Хабаровск г, Ленина ул, 25, пом 1);УП-00081570;468877C7-CEE9-11E5-80D5-44A8421C2299;680030, Хабаровский край, Хабаровск г, Ленина ул, дом № 25, помещение 1
1812;Дилан (Хабаровск г, Ленина ул, 69);УП-00077061;829844BF-2B5A-11E5-85B1-005056A00499;680030, Хабаровский край, Хабаровск г, Ленина ул, дом № 69, корпус пом 1 (5-18)
1833;Меламуд Н.А. ИП(Хабаровск г, Суворова ул, дом № 85);УП-00077417;5C9BA887-E11A-11E1-A3FC-F46D04E31E4B;680000, Хабаровский край, Хабаровск г, Суворова ул, дом № 85
1837;Тэмп  ООО (Хабаровск г, Руднева ул, дом  97);УП-00076760;03F255C5-2B5E-11E5-85B1-005056A00499;680018, Хабаровский край, Хабаровск г, Руднева ул, дом № 97
1859;"Винлаб  АО Магазин ""Винлаб"" (Хабаровск г, Костромская ул, дом 46А)";УП-00089441;656C83C5-BAA5-11E6-80D6-44A8422A0503;680014, Хабаровский край, Хабаровск г, Костромская ул, дом № 46А
1860;"Столица-Реал ООО Алкомаркет ""Столица"" (Хабаровск г, 60-летия Октября пр-кт, дом 84)";УП-00090402;B5AE4536-F31E-11E6-80D6-44A8422A0503;680032, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 84
1861;"Винлаб АО Магазин ""Винлаб"" (Хабаровск г, Яшина ул, дом 40)";УП-00091609;CBA71F9C-3392-11E7-80DD-44A8422A0503;680011, Хабаровский край, Хабаровск г, Яшина ул, дом № 40
1862;"Мясомолторг ДВ ООО Магазин ""Продукты"" (Хабаровск г, Оборонная ул, дом 5)";УП-00081039;4CCE0626-90F3-11E1-BF75-F46D04E31E4B;680007, Хабаровский край, Хабаровск г, Оборонная ул, дом № 5
1863;ОРИЕНТ ЗАО, 19 школа, Хабаровск г, Волочаевская ул, 17;УП-00084938;323CEBCE-1BEA-11E6-80D9-44A8421C2298;680007, Хабаровский край, Хабаровск г, Волочаевская ул, дом № 17
1882;ЛИМ ООО (Хабаровск г, Трехгорная ул, дом 61а);УП-00076626;F0822855-90F2-11E1-BF75-F46D04E31E4B;680054, Хабаровский край, Хабаровск г, Трехгорная ул, дом № 61а
1884;"Просперите ООО Магазин ""Продукты"" (Хабаровск г, Тургенева ул, дом 49)";УП-00092773;4CD21B51-611E-11E7-80E3-44A8422A0503;680000, Хабаровский край, Хабаровск г, Тургенева ул, дом № 49
1886;"Варанцовян А.Н. ИП Павильон ""Продукты"" (Хабаровск г, Воронежское ш, остановочный павильон Онкологиче";УП-00094095;94C11558-83AF-11E7-80E5-44A8422A0503;Хабаровский край, Хабаровск г, Воронежское ш, остановочный павильон Онкологический центр
1890;Новоторг ТК ООО (Хабаровск г, Ясная ул, 4);УП-00076272;B192C4AC-1E7D-11E4-8036-001E675D2989;680018, Хабаровский край, Хабаровск г, Ясная ул, дом № 4
1891;Маркет Ф ООО (Хабаровск г, Бойко-Павлова ул, дом 5);УП-00077667;A065BA96-2B5C-11E5-85B1-005056A00499;680026, Хабаровский край, Хабаровск г, Бойко-Павлова ул, дом № 5
